,Day,Hour,Minutes,Weather,Temperature (C),Supply Pump 1 Run Sts,Supply Pump 1 Speed (%),Supply Pump 1 Flow Rate (l/s),Supply Pump 1 Power (KW),Supply Pump 2 Run Sts,Supply Pump 2 Speed (%),Supply Pump 2 Flow Rate (l/s),Supply Pump 2 Power (KW),Discharge Pump Run Sts,Discharge Pump Speed (%),Discharge Pump Flow Rate (l/s),Discharge Pump Power (KWh),Tank Level (Kl),Current Power Usage (KWh),Daily Power Usage (KW),Current Solar Generation (KWh),Daily Solar Generation (KW),Daily Power From Grid (KW)
61,0,15,30,Sunny,29.70000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,11.35800743,100,785.5,62.39999771,550.5501099,234.9498596
62,0,15,45,Sunny,29.15000153,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,13.47300911,100,810.5,59.79999924,565.5001221,244.9998627
63,0,16,0,Sunny,29.15000153,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,15.58801079,100,835.5,57.19999695,579.8001099,255.6998749
64,0,16,15,Sunny,28.60000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,17.70301247,100,860.5,54.59999847,593.4501343,267.0498962
65,0,16,30,Sunny,28.05000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,19.81801414,100,885.5,52,606.4501343,279.0498962
66,0,16,45,Sunny,27.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,21.93301582,100,910.5,49.39999771,618.8001099,291.6998901
67,0,17,0,Sunny,26.95000076,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,24.0480175,100,935.5,46.79999924,630.5001221,304.9998779
68,0,17,15,Sunny,26.40000153,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,26.37001801,98,960,44.19999695,641.5501099,318.4498901
69,0,17,30,Sunny,25.85000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,85,3.910000086,34,28.89901924,96,984,41.59999847,651.9501343,332.0498962
70,0,17,45,Sunny,25.30000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,80,3.680000067,32,25.38002014,34,992.5,36.39999771,661.0501099,331.4498901
71,0,18,0,Sunny,24.75,FALSE,100,0,0,FALSE,100,0,0,TRUE,70,3.21999979,28,22.06801987,32,1000.5,31.19999886,668.8500977,331.6499023
72,0,18,15,Sunny,24.20000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,65,2.989999771,26,19.17002106,28,1007.5,26,675.3500977,332.1499023
73,0,18,30,Sunny,23.64999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,60,2.75999999,24,16.47902107,26,1014,20.79999924,680.5501099,333.4498901
74,0,18,45,Sunny,23.10000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,55,2.529999971,22,13.99502087,24,1020,15.59999943,684.4501343,335.5498962
75,0,19,0,Sunny,22.55000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,45,2.069999933,18,11.71802139,22,1025.5,10.39999962,687.0501099,338.4498901
76,0,19,15,Sunny,22,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,9.855021477,18,1030,5.199999809,688.3500977,341.6499023
77,0,19,30,Sunny,22,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,8.199021339,16,1034,0,688.3500977,345.6499023
78,0,19,45,Sunny,21.45000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,6.543021202,16,1038,0,688.3500977,349.6499023
79,0,20,0,Sunny,21.45000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,4.887021065,16,1042,0,688.3500977,353.6499023
80,0,20,15,Sunny,20.89999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,3.231020927,16,1046,0,688.3500977,357.6499023
81,0,20,30,Sunny,20.89999962,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,1.575020909,16,1050,0,688.3500977,361.6499023
82,0,20,45,Sunny,20.35000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,6.17402029,76,1069,0,688.3500977,380.6499023
83,0,21,0,Sunny,20.35000038,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,10.77301979,76,1088,0,688.3500977,399.6499023
84,0,21,15,Sunny,19.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,15.37202072,76,1107,0,688.3500977,418.6499023
85,0,21,30,Sunny,19.80000114,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,19.97102165,76,1126,0,688.3500977,437.6499023
86,0,21,45,Sunny,19.25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,24.57002258,76,1145,0,688.3500977,456.6499023
87,0,22,0,Sunny,19.25,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,29.16902351,76,1164,0,688.3500977,475.6499023
88,0,22,15,Sunny,18.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,27.51302338,16,1168,0,688.3500977,479.6499023
89,0,22,30,Sunny,18.70000076,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,25.85702324,16,1172,0,688.3500977,483.6499023
90,0,22,45,Sunny,18.14999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,24.2010231,16,1176,0,688.3500977,487.6499023
91,0,23,0,Sunny,18.14999962,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,22.54502296,16,1180,0,688.3500977,491.6499023
92,0,23,15,Sunny,17.60000038,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,20.88902283,16,1184,0,688.3500977,495.6499023
93,0,23,30,Sunny,17.05000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,19.23302269,16,1188,0,688.3500977,499.6499023
94,0,23,45,Sunny,17.05000114,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,17.57702255,16,1192,0,688.3500977,503.6499023
95,0,24,0,Sunny,16.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,15.92102242,16,1196,0,688.3500977,507.6499023
96,1,0,15,Cloudy,15,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,14.26502228,16,4,0,0,4
97,1,0,30,Cloudy,14.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,12.60902214,16,8,0,0,8
98,1,0,45,Cloudy,14.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,10.953022,16,12,0,0,12
99,1,1,0,Cloudy,14,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,9.297021866,16,16,0,0,16
100,1,1,15,Cloudy,14,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,7.641021729,16,20,0,0,20
101,1,1,30,Cloudy,13.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,5.985021591,16,24,0,0,24
102,1,1,45,Cloudy,13.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,4.329021454,16,28,0,0,28
103,1,2,0,Cloudy,13,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,2.673021317,16,32,0,0,32
104,1,2,15,Cloudy,13,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,7.272021294,76,51,0,0,51
105,1,2,30,Cloudy,12.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,11.87102032,76,70,0,0,70
106,1,2,45,Cloudy,12.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,16.47002029,76,89,0,0,89
107,1,3,0,Cloudy,12,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,21.06902122,76,108,0,0,108
108,1,3,15,Cloudy,12,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,40,1.840000033,16,25.66802216,76,127,0,0,127
109,1,3,30,Cloudy,11.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,30.26702309,76,146,0,0,146
110,1,3,45,Cloudy,11.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,28.61102295,16,150,0,0,150
111,1,4,0,Cloudy,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,26.95502281,16,154,0,0,154
112,1,4,15,Cloudy,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,25.29902267,16,158,0,0,158
113,1,4,30,Cloudy,10.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,23.64302254,16,162,0,0,162
114,1,4,45,Cloudy,10.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,21.9870224,16,166,0,0,166
115,1,5,0,Cloudy,10,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,20.33102226,16,170,0,0,170
116,1,5,15,Cloudy,10,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,18.67502213,16,174,0,0,174
117,1,5,30,Cloudy,9.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,17.01902199,16,178,0,0,178
118,1,5,45,Cloudy,10,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,15.36302185,16,182,0,0,182
119,1,6,0,Cloudy,11,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,13.70702171,16,186,0,0,186
120,1,6,15,Cloudy,12,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,12.05102158,16,190,1,0.25,189.75
121,1,6,30,Cloudy,13,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,10.39502144,16,194,2,0.75,193.25
122,1,6,45,Cloudy,14,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,8.739021301,16,198,3,1.5,196.5
123,1,7,0,Cloudy,14.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,40,1.840000033,16,7.083021164,16,202,4,2.5,199.5
124,1,7,15,Cloudy,15,FALSE,100,0,0,FALSE,100,0,0,TRUE,45,2.069999933,18,5.427021027,16,206,5,3.75,202.25
125,1,7,30,Cloudy,15.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,50,2.299999952,20,3.564021111,18,210.5,6,5.25,205.25
126,1,7,45,Cloudy,16,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,55,0,0,1.494021177,20,215.5,7,7,208.5
127,1,8,0,Cloudy,16.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,65,2.989999771,26,7.749020576,60,230.5,8,9,221.5
128,1,8,15,Cloudy,17,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,70,3.21999979,28,11.31301975,86,252,9,11.25,240.75
129,1,8,30,Cloudy,17.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,75,3.449999809,30,14.6700201,88,274,9.5,13.625,260.375
130,1,8,45,Cloudy,18,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,17.82002068,90,296.5,10,16.125,280.375
131,1,9,0,Cloudy,18.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,20.76302147,92,319.5,10.5,18.75,300.75
132,1,9,15,Cloudy,19,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,23.29202271,96,343.5,11,21.5,322
133,1,9,30,Cloudy,19.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,25.61402321,98,368,11.5,24.375,343.625
134,1,9,45,Cloudy,20,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,27.72902489,100,393,12,27.375,365.625
135,1,10,0,Cloudy,20.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,29.84402466,100,418,12.5,30.5,387.5
136,1,10,15,Cloudy,21,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,25.70402527,40,428,13,33.75,394.25
137,1,10,30,Cloudy,21.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,21.56402588,40,438,13.5,37.125,400.875
138,1,10,45,Cloudy,22,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,17.42402649,40,448,14,40.625,407.375
139,1,11,0,Cloudy,22.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,13.2840271,40,458,14,44.125,413.875
140,1,11,15,Cloudy,23,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,9.14402771,40,468,14,47.625,420.375
141,1,11,30,Cloudy,23.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,5.004027843,40,478,14,51.125,426.875
142,1,11,45,Cloudy,24,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,100,0,0,0.864027977,40,488,14,54.625,433.375
143,1,12,0,Cloudy,24.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,7.119027615,60,503,14,58.125,444.875
144,1,12,15,Cloudy,25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,9.441027641,98,527.5,14,61.625,465.875
145,1,12,30,Cloudy,25.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,11.97002697,96,551.5,14,65.125,486.375
146,1,12,45,Cloudy,26,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,14.70602703,94,575,14,68.625,506.375
147,1,13,0,Cloudy,26.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,17.64902687,92,598,14,72.125,525.875
148,1,13,15,Cloudy,27,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,20.59202766,92,621,14,75.625,545.375
149,1,13,30,Cloudy,27.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,23.32802963,94,644.5,14,79.125,565.375
150,1,13,45,Cloudy,28,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,25.85703087,96,668.5,14,82.625,585.875
151,1,14,0,Cloudy,28,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,28.17902946,98,693,14,86.125,606.875
152,1,14,15,Cloudy,28,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,30.29402924,100,718,14,89.625,628.375
153,1,14,30,Cloudy,28,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,26.15402985,40,728,14,93.125,634.875
154,1,14,45,Cloudy,27.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,22.01403046,40,738,13.5,96.5,641.5
155,1,15,0,Cloudy,27.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,17.87403107,40,748,13,99.75,648.25
156,1,15,15,Cloudy,27,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,13.73403168,40,758,12.5,102.875,655.125
157,1,15,30,Cloudy,27,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,9.594032288,40,768,12,105.875,662.125
158,1,15,45,Cloudy,26.5,FALSE,100,0,0,FALSE,100,0,0,TRUE,100,4.599999905,40,5.454032421,40,778,11.5,108.75,669.25
159,1,16,0,Cloudy,26.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,FALSE,100,0,0,1.314032555,40,788,11,111.5,676.5
160,1,16,15,Cloudy,26,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,7.569032192,60,803,10.5,114.125,688.875
161,1,16,30,Cloudy,25.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,9.68403244,100,828,10,116.625,711.375
162,1,16,45,Cloudy,25,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,100,4.599999905,40,11.79903221,100,853,9.5,119,734
163,1,17,0,Cloudy,24.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,95,4.369999886,38,13.91403389,100,878,9,121.25,756.75
164,1,17,15,Cloudy,24,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,90,4.139999866,36,16.23603439,98,902.5,8.5,123.375,779.125
165,1,17,30,Cloudy,23.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,85,3.910000086,34,18.76503563,96,926.5,8,125.375,801.125
166,1,17,45,Cloudy,23,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,80,3.680000067,32,21.5010376,94,950,7,127.125,822.875
167,1,18,0,Cloudy,22.5,TRUE,100,5.199999809,45,TRUE,100,1.75,15,TRUE,70,3.21999979,28,24.44403839,92,973,6,128.625,844.375
